BDM编码,岗位编码,ExternalId
14251,SD131011003,SD131011003SD131011003
14258,SD131011005,SD131011005SD131011005
14269,SD131011011,SD131011011SD131011011
14271,SD131011009,SD131011009SD131011009
21026,SD131011009,SD131011009SD131011009
14323,SD131011006,SD131011006SD131011006
14324,SD131011006,SD131011006SD131011006
14326,SD131011012,SD131011012SD131011012
14327,SD131011012,SD131011012SD131011012
14339,SD131011007,SD131011007SD131011007
14346,SD131011005,SD131011005SD131011005
14365,SD131011011,SD131011011SD131011011
Temp010,SD131011006,SD131011006SD131011006
14382,SD131011011,SD131011011SD131011011
14384,SD131011007,SD131011007SD131011007
10631,JS131011006,JS131011006JS131011006
11322,JS131011021,JS131011021JS131011021
14409,SD131011008,SD131011008SD131011008
14416,SD131011008,SD131011008SD131011008
14422,SD131011008,SD131011008SD131011008
20999,JS131011010,JS131011010JS131011010
10741,JS131011010,JS131011010JS131011010
10742,JS131011009,JS131011009JS131011009
21129,JS131011011,JS131011011JS131011011
10763,JS131011011,JS131011011JS131011011
Temp015,JS131011009,JS131011009JS131011009
10775,JS131011026,JS131011026JS131011026
10782,JS131011011,JS131011011JS131011011
11004,JS131011017,JS131011017JS131011017
21231,AH131011005,AH131011005AH131011005
11161,JS131011017,JS131011017JS131011017
10785,JS131011010,JS131011010JS131011010
10788,JS131011010,JS131011010JS131011010
14445,SD131011010,SD131011010SD131011010
14452,SD131011010,SD131011010SD131011010
11062,JS131011008,JS131011008JS131011008
11064,JS131011008,JS131011008JS131011008
14478,SD131011012,SD131011012SD131011012
1576,AH131011004,AH131011004AH131011004
1586,AH131011004,AH131011004AH131011004
1593,AH131011004,AH131011004AH131011004
11166,JS131011018,JS131011018JS131011018
1612,AH131011003,AH131011003AH131011003
14486,SD131011005,SD131011005SD131011005
14489,SD131011005,SD131011005SD131011005
14491,SD131011005,SD131011005SD131011005
14493,SD131011005,SD131011005SD131011005
14518,SD131011008,SD131011008SD131011008
14524,SD131011008,SD131011008SD131011008
14525,SD131011008,SD131011008SD131011008
14526,SD131011008,SD131011008SD131011008
14532,SD131011008,SD131011008SD131011008
11118,JS131011013,JS131011013JS131011013
11104,JS131011014,JS131011014JS131011014
11106,JS131011014,JS131011014JS131011014
11107,JS131011013,JS131011013JS131011013
11109,JS131011013,JS131011013JS131011013
11113,JS131011013,JS131011013JS131011013
11117,JS131011014,JS131011014JS131011014
11120,JS131011014,JS131011014JS131011014
11123,JS131011013,JS131011013JS131011013
11124,JS131011014,JS131011014JS131011014
10792,JS131011011,JS131011011JS131011011
10795,JS131011011,JS131011011JS131011011
1644,AH131011003,AH131011003AH131011003
1657,AH131011003,AH131011003AH131011003
10363,JS131011015,JS131011015JS131011015
10364,JS131011015,JS131011015JS131011015
21085,EN131011004,EN131011004EN131011004
Temp012,JS131011005,JS131011005JS131011005
21023,SD131011010,SD131011010SD131011010
11331,JS131011021,JS131011021JS131011021
7122,EN131011001,EN131011001EN131011001
6438,EN131011001,EN131011001EN131011001
11172,JS131011019,JS131011019JS131011019
10410,JS131011022,JS131011022JS131011022
11203,JS131011018,JS131011018JS131011018
11216,JS131011018,JS131011018JS131011018
11217,JS131011018,JS131011018JS131011018
11223,JS131011019,JS131011019JS131011019
11233,JS131011019,JS131011019JS131011019
11234,JS131011019,JS131011019JS131011019
11240,JS131011017,JS131011017JS131011017
7170,EN131011004,EN131011004EN131011004
7190,EN131011004,EN131011004EN131011004
1692,AH131011003,AH131011003AH131011003
14610,SD131011004,SD131011004SD131011004
14618,SD131011004,SD131011004SD131011004
14628,SD131011004,SD131011004SD131011004
21146,JS131011021,JS131011021JS131011021
11339,JS131011021,JS131011021JS131011021
11340,JS131011021,JS131011021JS131011021
30898,JS131011021,JS131011021JS131011021
11349,JS131011021,JS131011021JS131011021
14643,SD131011013,SD131011013SD131011013
11427,JS131011025,JS131011025JS131011025
11406,JS131011008,JS131011008JS131011008
11132,JS131011014,JS131011014JS131011014
11134,JS131011014,JS131011014JS131011014
14706,SD131011012,SD131011012SD131011012
10800,JS131011009,JS131011009JS131011009
10819,JS131011009,JS131011009JS131011009
10826,JS131011009,JS131011009JS131011009
14742,SD131011011,SD131011011SD131011011
14745,SD131011004,SD131011004SD131011004
11431,JS131011025,JS131011025JS131011025
11433,JS131011025,JS131011025JS131011025
11434,JS131011025,JS131011025JS131011025
7279,EN131011001,EN131011001EN131011001
24857,EN131011004,EN131011004EN131011004
7281,EN131011004,EN131011004EN131011004
7282,EN131011005,EN131011005EN131011005
7319,EN131011002,EN131011002EN131011002
7321,EN131011001,EN131011001EN131011001
7355,EN131011002,EN131011002EN131011002
21069,EN131011002,EN131011002EN131011002
21027,SD131011005,SD131011005SD131011005
21025,SD131011010,SD131011010SD131011010
21038,AH131011005,AH131011005AH131011005
21020,SD131011003,SD131011003SD131011003
21147,JS131011008,JS131011008JS131011008
14797,SD131011007,SD131011007SD131011007
14807,SD131011007,SD131011007SD131011007
14828,SD131011007,SD131011007SD131011007
14834,SD131011013,SD131011013SD131011013
6370,EN131011003,EN131011003EN131011003
6295,EN131011003,EN131011003EN131011003
1153,AH131011002,AH131011002AH131011002
1171,AH131011005,AH131011005AH131011005
1173,AH131011005,AH131011005AH131011005
21037,AH131011004,AH131011004AH131011004
21355,EN131011001,EN131011001EN131011001
10390,JS131011022,JS131011022JS131011022
6411,EN131011005,EN131011005EN131011005
10488,JS131011006,JS131011006JS131011006
23178,JS131011003,JS131011003JS131011003
21356,JS131011004,JS131011004JS131011004
29041,JS131011023,JS131011023JS131011023
29041,JS131011023,JS131011023JS131011023
23797,JS131011023,JS131011023JS131011023
11159,JS131011018,JS131011018JS131011018
6930,EN131011003,EN131011003EN131011003
6954,EN131011003,EN131011003EN131011003
6958,EN131011003,EN131011003EN131011003
6961,EN131011003,EN131011003EN131011003
14353,SD131011005,SD131011005SD131011005
10875,JS131011017,JS131011017JS131011017
10879,JS131011017,JS131011017JS131011017
10764,JS131011011,JS131011011JS131011011
10771,JS131011011,JS131011011JS131011011
11070,JS131011014,JS131011014JS131011014
11229,JS131011019,JS131011019JS131011019
7316,EN131011001,EN131011001EN131011001
7317,EN131011005,EN131011005EN131011005
7356,EN131011003,EN131011003EN131011003
16422,AX131011001,AX131011001AX131011001
16029,AX131011001,AX131011001AX131011001
16145,AX131011001,AX131011001AX131011001
16463,AX131011001,AX131011001AX131011001
16421,AX131011001,AX131011001AX131011001
24007,AX131011001,AX131011001AX131011001
16238,AX131011002,AX131011002AX131011002
16542,AX131011002,AX131011002AX131011002
16573,AX131011002,AX131011002AX131011002
16217,AX131011002,AX131011002AX131011002
16403,AX131011002,AX131011002AX131011002
16456,AX131011002,AX131011002AX131011002
16210,AX131011003,AX131011003AX131011003
16492,AX131011003,AX131011003AX131011003
21062,AX131011003,AX131011003AX131011003
16389,AX131011003,AX131011003AX131011003
15923,AX131011003,AX131011003AX131011003
16599,AX131011003,AX131011003AX131011003
21063,AX131011004,AX131011004AX131011004
28434,AX131011004,AX131011004AX131011004
15910,AX131011004,AX131011004AX131011004
21060,GS131011001,GS131011001GS131011001
2643,GS131011002,GS131011002GS131011002
2661,GS131011001,GS131011001GS131011001
13535,GS131011001,GS131011001GS131011001
25711,GS131011001,GS131011001GS131011001
13504,GS131011001,GS131011001GS131011001
13539,GS131011001,GS131011001GS131011001
2647,GS131011002,GS131011002GS131011002
2627,GS131011002,GS131011002GS131011002
2763,GS131011002,GS131011002GS131011002
2732,GS131011002,GS131011002GS131011002
2742,GS131011002,GS131011002GS131011002
2741,GS131011002,GS131011002GS131011002
2770,GS131011002,GS131011002GS131011002
2662,GS131011002,GS131011002GS131011002
13426,NX131011001,NX131011001NX131011001
13342,NX131011001,NX131011001NX131011001
13366,NX131011001,NX131011001NX131011001
24151,NX131011001,NX131011001NX131011001
13403,NX131011001,NX131011001NX131011001
17801,SC131011001,SC131011001SC131011001
17756,SC131011001,SC131011001SC131011001
30549,SC131011001,SC131011001SC131011001
28923,SC131011001,SC131011001SC131011001
17856,SC131011001,SC131011001SC131011001
17883,SC131011002,SC131011002SC131011002
17169,SC131011002,SC131011002SC131011002
29458,SC131011002,SC131011002SC131011002
17129,SC131011002,SC131011002SC131011002
18081,SC131011002,SC131011002SC131011002
17162,SC131011003,SC131011003SC131011003
21072,SC131011003,SC131011003SC131011003
17152,SC131011003,SC131011003SC131011003
17860,SC131011003,SC131011003SC131011003
21071,SC131011003,SC131011003SC131011003
29461,SC131011003,SC131011003SC131011003
17255,SC131011004,SC131011004SC131011004
17101,SC131011004,SC131011004SC131011004
17105,SC131011004,SC131011004SC131011004
17107,SC131011004,SC131011004SC131011004
17108,SC131011004,SC131011004SC131011004
17102,SC131011005,SC131011005SC131011005
17798,SC131011005,SC131011005SC131011005
17066,SC131011005,SC131011005SC131011005
17116,SC131011005,SC131011005SC131011005
17104,SC131011005,SC131011005SC131011005
Temp007,SC131011005,SC131011005SC131011005
17238,SC131011006,SC131011006SC131011006
17865,SC131011006,SC131011006SC131011006
17341,SC131011006,SC131011006SC131011006
17103,SC131011006,SC131011006SC131011006
17227,SC131011006,SC131011006SC131011006
17857,SC131011006,SC131011006SC131011006
17887,SC131011007,SC131011007SC131011007
17916,SC131011007,SC131011007SC131011007
17646,SC131011007,SC131011007SC131011007
17178,SC131011007,SC131011007SC131011007
17851,SC131011007,SC131011007SC131011007
17054,SC131011007,SC131011007SC131011007
17196,SC131011007,SC131011007SC131011007
18005,SC131011003,SC131011003SC131011003
17446,SC131011003,SC131011003SC131011003
17569,SC131011006,SC131011006SC131011006
4663,GZ131011001,GZ131011001GZ131011001
4596,GZ131011001,GZ131011001GZ131011001
4645,GZ131011001,GZ131011001GZ131011001
4604,GZ131011001,GZ131011001GZ131011001
4605,GZ131011001,GZ131011001GZ131011001
20858,CQ131011001,CQ131011001CQ131011001
20800,CQ131011001,CQ131011001CQ131011001
20912,CQ131011001,CQ131011001CQ131011001
20917,CQ131011001,CQ131011001CQ131011001
20853,CQ131011001,CQ131011001CQ131011001
20856,CQ131011001,CQ131011001CQ131011001
4941,GZ131011002,GZ131011002GZ131011002
20839,GZ131011002,GZ131011002GZ131011002
21077,GZ131011002,GZ131011002GZ131011002
20681,GZ131011002,GZ131011002GZ131011002
4921,GZ131011002,GZ131011002GZ131011002
20871,CQ131011003,CQ131011003CQ131011003
21076,CQ131011005,CQ131011005CQ131011005
20834,CQ131011003,CQ131011003CQ131011003
20923,CQ131011003,CQ131011003CQ131011003
20843,CQ131011003,CQ131011003CQ131011003
20842,CQ131011003,CQ131011003CQ131011003
20956,CQ131011004,CQ131011004CQ131011004
20957,CQ131011004,CQ131011004CQ131011004
20860,CQ131011004,CQ131011004CQ131011004
20642,CQ131011004,CQ131011004CQ131011004
21075,CQ131011003,CQ131011003CQ131011003
20836,CQ131011005,CQ131011005CQ131011005
20934,CQ131011005,CQ131011005CQ131011005
20820,CQ131011005,CQ131011005CQ131011005
20837,CQ131011005,CQ131011005CQ131011005
20939,CQ131011006,CQ131011006CQ131011006
18036,CQ131011006,CQ131011006CQ131011006
17885,CQ131011006,CQ131011006CQ131011006
17538,CQ131011006,CQ131011006CQ131011006
17532,CQ131011006,CQ131011006CQ131011006
17533,CQ131011006,CQ131011006CQ131011006
19170,XJ131011001,XJ131011001XJ131011001
18628,XJ131011001,XJ131011001XJ131011001
19190,XJ131011001,XJ131011001XJ131011001
19189,XJ131011001,XJ131011001XJ131011001
19217,XJ131011001,XJ131011001XJ131011001
19213,XJ131011002,XJ131011002XJ131011002
19214,XJ131011002,XJ131011002XJ131011002
21067,XJ131011002,XJ131011002XJ131011002
19220,XJ131011002,XJ131011002XJ131011002
19192,XJ131011002,XJ131011002XJ131011002
19140,XJ131011002,XJ131011002XJ131011002
18745,XJ131011003,XJ131011003XJ131011003
18746,XJ131011003,XJ131011003XJ131011003
19176,XJ131011003,XJ131011003XJ131011003
19177,XJ131011003,XJ131011003XJ131011003
22847,XJ131011003,XJ131011003XJ131011003
19193,XJ131011004,XJ131011004XJ131011004
18895,XJ131011004,XJ131011004XJ131011004
18965,XJ131011004,XJ131011004XJ131011004
18900,XJ131011004,XJ131011004XJ131011004
19191,XJ131011004,XJ131011004XJ131011004
19194,XJ131011005,XJ131011005XJ131011005
18966,XJ131011005,XJ131011005XJ131011005
21068,XJ131011005,XJ131011005XJ131011005
19181,XJ131011005,XJ131011005XJ131011005
18603,XJ131011005,XJ131011005XJ131011005
21066,XJ131011005,XJ131011005XJ131011005
3318,GD131011001,GD131011001GD131011001
28205,GD131011006,GD131011006GD131011006
7012,EN131011005,EN131011005EN131011005
12754,LN131011005,LN131011005LN131011005
12470,LN131011006,LN131011006LN131011006
20919,CQ131011001,CQ131011001CQ131011001
20710,CQ131011001,CQ131011001CQ131011001
20846,CQ131011001,CQ131011001CQ131011001
20618,GZ131011002,GZ131011002GZ131011002
20792,GZ131011002,GZ131011002GZ131011002
20865,CQ131011004,CQ131011004CQ131011004
30314,CQ131011004,CQ131011004CQ131011004
20645,CQ131011006,CQ131011006CQ131011006
16505,AX131011001,AX131011001AX131011001
16380,AX131011001,AX131011001AX131011001
16458,AX131011001,AX131011001AX131011001
13427,NX131011001,NX131011001NX131011001
13432,NX131011001,NX131011001NX131011001
16253,AX131011003,AX131011003AX131011003
15931,AX131011003,AX131011003AX131011003
16723,SH131011016,SH131011016SH131011016
21224,FJ131011010,FJ131011010FJ131011010
27668,FJ131011007,FJ131011007FJ131011007
2316,FJ131011009,FJ131011009FJ131011009
21245,FJ131011009,FJ131011009FJ131011009
21244,FJ131011009,FJ131011009FJ131011009
2463,FJ131011008,FJ131011008FJ131011008
2485,FJ131011008,FJ131011008FJ131011008
2457,FJ131011008,FJ131011008FJ131011008
4189,GX131011003,GX131011003GX131011003
24947,GX131011003,GX131011003GX131011003
23313,YN131011002,YN131011002YN131011002
19631,YN131011002,YN131011002YN131011002
4450,GX131011002,GX131011002GX131011002
4421,GX131011002,GX131011002GX131011002
4420,GX131011002,GX131011002GX131011002
4419,GX131011002,GX131011002GX131011002
4168,GX131011002,GX131011002GX131011002
4453,GX131011002,GX131011002GX131011002
4373,GX131011001,GX131011001GX131011001
4019,GX131011001,GX131011001GX131011001
4147,GX131011001,GX131011001GX131011001
19301,YN131011001,YN131011001YN131011001
19353,YN131011001,YN131011001YN131011001
19705,YN131011001,YN131011001YN131011001
3883,GD131011005,GD131011005GD131011005
3885,GD131011005,GD131011005GD131011005
3206,GD131011005,GD131011005GD131011005
3877,GD131011001,GD131011001GD131011001
3874,GD131011001,GD131011001GD131011001
3558,GD131011005,GD131011005GD131011005
2987,GD131011005,GD131011005GD131011005
9317,UN131011003,UN131011003UN131011003
9232,UN131011004,UN131011004UN131011004
9330,UN131011004,UN131011004UN131011004
9677,UN131011004,UN131011004UN131011004
2340,FJ131011002,FJ131011002FJ131011002
2562,FJ131011004,FJ131011004FJ131011004
3494,GD131011019,GD131011019GD131011019
3958,GD131011018,GD131011018GD131011018
23727,GD131011014,GD131011014GD131011014
3896,GD131011020,GD131011020GD131011020
8842,UB131011003,UB131011003UB131011003
8843,UB131011003,UB131011003UB131011003
8663,UB131011003,UB131011003UB131011003
23843,UB131011001,UB131011001UB131011001
8811,UB131011001,UB131011001UB131011001
8480,UB131011002,UB131011002UB131011002
8713,UB131011002,UB131011002UB131011002
8746,UB131011002,UB131011002UB131011002
8547,UB131011002,UB131011002UB131011002
23474,UB131011006,UB131011006UB131011006
8388,UB131011005,UB131011005UB131011005
8396,UB131011005,UB131011005UB131011005
8697,UB131011005,UB131011005UB131011005
8530,UB131011004,UB131011004UB131011004
29902,JX131011001,JX131011001JX131011001
2366,FJ131011004,FJ131011004FJ131011004
2430,FJ131011004,FJ131011004FJ131011004
2401,FJ131011004,FJ131011004FJ131011004
2574,FJ131011009,FJ131011009FJ131011009
